transaction_id,merchant,memo,category_true,category_pred_baseline,category_pred_logreg,category_pred_lgbm,best_ml_pred,top1_prob,top2_prob,confidence_margin,is_unseen_merchant,sub_type,is_ml_misclassified,error_attribution
2f9bce0e-e59c-41b0-bcdd-aad3ef460606,FWD Insurance Thailand,เบี้ยประกันสุขภาพรายเดือน,bills,bills,bills,bills,bills,0.4835,0.1287,0.3549,True,routine,False,both_correct
fd193be2-5985-42cb-af68-58e73cb9ad93,ZARA Siam Paragon,หนังสือแปลและนวนิยายขายดี,shopping,shopping,shopping,shopping,shopping,0.7147,0.0838,0.6309,True,wants,False,both_correct
df02478a-39ad-4bc0-befe-93b4d0f6c13c,Sushi Masa Thonglor,สุกี้ชุดครอบครัวพร้อมเป็ดย่าง,food,food,food,food,food,0.7146,0.0725,0.6421,True,wants,False,both_correct
025f5d56-124d-40cd-ba51-22cc9b254752,MRT Bangkok พระราม 9,เติมเงินบัตร BTS รายเดือน,transport,transport,transport,transport,transport,0.6234,0.096,0.5273,True,routine,False,both_correct
a932755a-7bc6-4f01-ad9c-55395bc79947,Sushi Masa Thonglor,สุกี้ชุดครอบครัวพร้อมเป็ดย่าง,food,food,food,food,food,0.7146,0.0725,0.6421,True,wants,False,both_correct
ab8c8ddc-021f-4449-8d8b-fba483dd8b72,Glow Nightclub Thonglor,ดื่มคราฟต์เบียร์สังสรรค์คืนวันศุกร์,entertainment,entertainment,entertainment,transport,entertainment,0.5214,0.1086,0.4128,True,wants,False,both_correct
19ae9a6d-a33d-41d1-81e6-316cf6ee0b35,Drive Car Rental Thailand,Grab VIP เดินทางไปสนามบิน,transport,transport,transport,entertainment,transport,0.6173,0.1108,0.5065,True,wants,False,both_correct
b94e9014-5d61-43f7-8e31-9f9013d04c07,After You Dessert Cafe,xxx,food,food,food,entertainment,food,0.3661,0.1938,0.1723,True,wants,False,both_correct
3b59157f-5466-479f-b098-814e9a592fb8,CJ Express ซอย 5,ข้าวกล่องเซเว่นพร้อมน้ำดื่ม,food,food,food,food,food,0.4706,0.1571,0.3135,True,routine,False,both_correct
c4a94405-c16b-438c-9c64-8a62582d011c,การไฟฟ้านครหลวง MEA,ค่าเน็ตบ้านรายเดือน 3BB,bills,bills,bills,bills,bills,0.8435,0.043,0.8005,True,routine,False,both_correct
aecb6dd4-8807-48ad-815f-e4ce8cc19311,ร้านข้าวแกงป้าพร,กาแฟคั่วเข้มแก้วเช้า,food,food,food,food,food,0.6311,0.0928,0.5383,True,routine,False,both_correct
1bb1be36-5781-4a4b-b000-c4aa6b3fb896,Daiso Japan 60 บาท,กล่องเก็บของและอุปกรณ์อเนกประสงค์,shopping,bills,shopping,food,shopping,0.6399,0.1177,0.5222,True,routine,False,ml_wins_baseline_wrong
258b64bf-4dd2-4092-bdf8-a6075fabf8eb,Nok Air Ticket,นั่ง Taxi Express ช่วงฝนตก,transport,transport,transport,transport,transport,0.6316,0.1127,0.5189,True,wants,False,both_correct
45afbe31-b048-41c2-90d1-133f71ab058c,Nok Air Ticket,จองตั๋วเครื่องบินไปเที่ยวภูเก็ต,transport,other,transport,food,transport,0.6289,0.1116,0.5173,True,wants,False,ml_wins_baseline_wrong
feab6cbf-85c4-4677-9985-fbe0b5dfb338,MRT Bangkok พระราม 9,M-Flow ชำระค่าผ่านทางด่วน,transport,transport,transport,transport,transport,0.6098,0.1432,0.4666,True,routine,False,both_correct
2a95fb92-fd97-4eb3-94ca-0e193bc418c4,Lineman - ส้มตำแซ่บพรีเมียม,ชานมไข่มุก golden bubble x2,food,food,food,food,food,0.7656,0.0617,0.7039,True,impulse_delivery,False,both_correct
401c7c66-4c1a-497a-b469-9578a303c6ab,After You Dessert Cafe,Shibuya Honey Toast และชาร้อน,food,food,food,food,food,0.5592,0.1278,0.4315,True,wants,False,both_correct
6276e04d-2378-402a-96d3-82ec9d8686f0,ก๋วยเตี๋ยวเรืออยุธยา รสเด็ด,กะเพราหมูกรอบไข่ดาวไม่สุก,food,food,food,food,food,0.6317,0.114,0.5176,True,routine,False,both_correct
0e10d02a-5d6c-4e70-b047-236dda776680,Ticketmelon Concerts,ตั๋วหนัง IMAX 3D พร้อมป๊อปคอร์น,entertainment,other,entertainment,entertainment,entertainment,0.5089,0.1539,0.355,True,wants,False,ml_wins_baseline_wrong
e9dace51-810e-4fed-b10e-116c93028cb2,การไฟฟ้านครหลวง MEA,ชำระค่าไฟฟ้าประจำเดือน MEA,bills,bills,bills,bills,bills,0.5988,0.0959,0.5029,True,routine,False,both_correct
990d6291-7167-480b-bae3-bb1e150ad6c8,After You Dessert Cafe,บุฟเฟต์ปิ้งย่างเกาหลีชุดใหญ่,food,food,food,food,food,0.6952,0.0859,0.6092,True,wants,False,both_correct
a75d1057-930b-43f0-bf3c-b15843802f74,FWD Insurance Thailand,ค่าโทรศัพท์และบรอดแบนด์,bills,other,bills,shopping,bills,0.4786,0.1731,0.3055,True,routine,False,ml_wins_baseline_wrong
78a6b06f-ce93-4856-be45-1314a635782f,Sushi Masa Thonglor,พร้อมเพย์,food,other,food,entertainment,food,0.2914,0.2601,0.0312,True,wants,False,ml_wins_baseline_wrong
e1c97af9-d28d-4c35-8fd5-716d91ced695,Sushi Masa Thonglor,สุกี้ชาบูเนื้อวากิวไม่อั้น,food,food,food,food,food,0.6612,0.1024,0.5588,True,wants,False,both_correct
b6d567e3-ab9e-47f2-918e-944baf4140d1,Watsons สาขา เซ็นทรัล,คืนเพื่อน,shopping,shopping,food,food,food,0.2385,0.2228,0.0157,True,routine,True,baseline_wins_ml_wrong
b92bbd25-2ce2-47be-a6ff-5f4a688bb443,Drive Car Rental Thailand,เรียกรถ GrabCar ไปปาร์ตี้,transport,transport,transport,transport,transport,0.6202,0.1013,0.5188,True,wants,False,both_correct
428c1083-cf6f-4cd0-be22-a6cc3a2ea7e8,Sushi Masa Thonglor,เบอร์เกอร์เนื้อทรัฟเฟิล,food,other,food,food,food,0.6384,0.1075,0.5309,True,wants,False,ml_wins_baseline_wrong
a151fe7f-22b7-4a1d-9ddd-bed1f3e45f20,Sushi Masa Thonglor,คืนเพื่อน,food,other,transport,food,transport,0.2051,0.2028,0.0023,True,wants,True,shared_error_both_wrong
b8bdc878-af88-4783-b89f-6899d2b0a1bf,Sushi Masa Thonglor,ชาบูหม้อไฟหมาล่าพรีเมียม,food,food,food,food,food,0.6977,0.0804,0.6172,True,wants,False,both_correct
ddc5315c-ff3a-4446-8a93-e862b074122c,ธนาคารไทยพาณิชย์ SCB Easy,โอนเงินคืนค่าแท็กซี่หารกัน,other,transport,other,other,other,0.6589,0.0862,0.5727,True,routine,False,ml_wins_baseline_wrong
fd49b3a6-18b3-4b30-afa1-c58c67abc255,ก๋วยเตี๋ยวเรืออยุธยา รสเด็ด,ส้มตำไทยคอหมูย่าง,food,food,food,food,food,0.7355,0.0725,0.6631,True,routine,False,both_correct
879a2d73-6327-471d-abf7-7edaddf5445a,CJ Express ซอย 5,โอน,food,other,transport,food,transport,0.3388,0.2094,0.1294,True,routine,True,shared_error_both_wrong
636c332d-d5c8-43af-b5ed-6a1a9f777af1,Lineman - ส้มตำแซ่บพรีเมียม,ยอดตัดบัญชี,food,food,food,transport,food,0.396,0.1439,0.2521,True,impulse_delivery,False,both_correct
7aedc4c6-bf9f-45c6-9958-3b120a667dd9,Drive Car Rental Thailand,Grab VIP เดินทางไปสนามบิน,transport,transport,transport,entertainment,transport,0.6173,0.1108,0.5065,True,wants,False,both_correct
9cb38f6c-1262-4153-a236-dfaa1b532cc2,Glow Nightclub Thonglor,ซื้อเกมลดราคาบน Steam Store,entertainment,entertainment,entertainment,entertainment,entertainment,0.6361,0.1458,0.4903,True,wants,False,both_correct
b922a63f-8dfb-47f0-8e9f-9b27238800ae,Watsons สาขา เซ็นทรัล,ซื้อยาสีฟัน แชมพู และสบู่เหลว,shopping,shopping,shopping,shopping,shopping,0.6265,0.1345,0.492,True,routine,False,both_correct
4a78b83a-33ac-4f1c-9f94-2def17848f0a,ก๋วยเตี๋ยวเรืออยุธยา รสเด็ด,ข้าวกล่องเซเว่นพร้อมน้ำดื่ม,food,food,food,food,food,0.5712,0.1441,0.4271,True,routine,False,both_correct
8e6e2cb9-23b3-4227-ab55-c55de048ba1f,ก๋วยเตี๋ยวเรืออยุธยา รสเด็ด,อาหารตามสั่งจานด่วน,food,food,food,food,food,0.6286,0.1047,0.5239,True,routine,False,both_correct
df89c583-1431-4592-a236-206ae55b26ba,Nok Air Ticket,จ่ายผ่านแอป,transport,other,food,food,food,0.3069,0.2358,0.0711,True,wants,True,shared_error_both_wrong
bc4be2e9-26b6-49dc-8665-6bf1eb73c7f5,Greyhound Cafe,สุกี้ชุดครอบครัวพร้อมเป็ดย่าง,food,food,food,food,food,0.737,0.0728,0.6642,True,wants,False,both_correct
d2ac1b11-76f1-462a-9dcc-584389ab7deb,ZARA Siam Paragon,กระเป๋าผ้าแบรนด์ยอดฮิต,shopping,shopping,shopping,shopping,shopping,0.6742,0.0829,0.5913,True,wants,False,both_correct
182a8cff-1097-4b39-aabe-60bda96e2857,Watsons สาขา เซ็นทรัล,ซื้อของใช้จำเป็นในห้องน้ำ,shopping,shopping,shopping,food,shopping,0.6411,0.1343,0.5069,True,routine,False,both_correct
89a21d5e-ec19-4ea0-a46d-07feae7c0791,ทำบุญช่วยเหลือผู้ประสบภัย,โอนเงินซื้อของขวัญวันเกิดเพื่อน,other,other,other,other,other,0.6267,0.1115,0.5152,True,wants,False,both_correct
954afa40-cada-4709-afab-0ed0dafd77a5,ทำบุญช่วยเหลือผู้ประสบภัย,โอนเงินซื้อของขวัญวันเกิดเพื่อน,other,other,other,other,other,0.6267,0.1115,0.5152,True,wants,False,both_correct
3ba6f8a4-bd54-4af6-bf38-411851814534,ก๋วยเตี๋ยวเรืออยุธยา รสเด็ด,ข้าวราดแกง 2 อย่างไข่ต้ม,food,food,food,food,food,0.6608,0.0911,0.5696,True,routine,False,both_correct
5c4b3a06-160c-4777-a27c-d8c706ffed2c,Daiso Japan 60 บาท,จ่ายผ่านแอป,shopping,bills,food,food,food,0.3069,0.2358,0.0711,True,routine,True,shared_error_both_wrong
2f885b4c-712d-4793-a6fb-5e1ee7e8614b,AIA Life Insurance Post,ชำระยอดบัตรเครดิตยอดเต็ม,bills,bills,bills,bills,bills,0.6833,0.1001,0.5832,True,routine,False,both_correct
46d74d8a-4a9a-49de-b1c1-5ea0ba58bdc7,ก๋วยเตี๋ยวเรืออยุธยา รสเด็ด,กะเพราหมูกรอบไข่ดาวไม่สุก,food,food,food,food,food,0.6317,0.114,0.5176,True,routine,False,both_correct
c97d8cc6-c693-44e7-ae0a-ee892afd3613,ZARA Siam Paragon,กระเป๋าผ้าแบรนด์ยอดฮิต,shopping,shopping,shopping,shopping,shopping,0.6742,0.0829,0.5913,True,wants,False,both_correct
146680a1-deb3-4988-8c1b-f0852d9df39e,วินมอเตอร์ไซค์ หน้า MRT,ค่าจอดรถรายชั่วโมงอาคาร,transport,transport,transport,transport,transport,0.7144,0.0684,0.646,True,routine,False,both_correct
31906246-abb8-4a2e-8992-c556b0a07675,ก๋วยเตี๋ยวเรืออยุธยา รสเด็ด,กะเพราหมูกรอบไข่ดาวไม่สุก,food,food,food,food,food,0.6317,0.114,0.5176,True,routine,False,both_correct
58eaa38c-1a5b-40ae-9a05-44881c280998,Lineman - ส้มตำแซ่บพรีเมียม,ยำแซลมอนกุ้งสด สั่งตอนหิวรอบดึก,food,food,food,food,food,0.7643,0.0651,0.6992,True,impulse_delivery,False,both_correct
299b1990-5add-4778-b8e3-ef8f3d751704,FWD Insurance Thailand,ชำระค่าส่วนกลางคอนโดมิเนียม,bills,bills,bills,bills,bills,0.5809,0.1021,0.4789,True,routine,False,both_correct
cd3f9dfb-324e-4343-b54b-b74126befa60,Daiso Japan 60 บาท,ซื้อยาสีฟัน แชมพู และสบู่เหลว,shopping,bills,shopping,food,shopping,0.6597,0.1002,0.5595,True,routine,False,ml_wins_baseline_wrong
665aa29c-cd9a-4fd4-b699-fbce1dcf6583,วินมอเตอร์ไซค์ หน้า MRT,ค่าวินมอไซค์ไปต่อรถไฟฟ้า,transport,transport,transport,transport,transport,0.6584,0.0801,0.5783,True,routine,False,both_correct
0600aba3-bfa1-4e4d-87fe-1b86ba043f40,วินมอเตอร์ไซค์ หน้า MRT,เติมน้ำมัน Gasohol 95,transport,transport,transport,transport,transport,0.6871,0.0761,0.611,True,routine,False,both_correct
4637a4ef-4d6c-44c8-b639-b28d72f3fbd2,Nok Air Ticket,นั่ง Taxi Express ช่วงฝนตก,transport,transport,transport,transport,transport,0.6316,0.1127,0.5189,True,wants,False,both_correct
195a0e73-cd8e-4d85-8c64-07f9d7433476,ร้านข้าวแกงป้าพร,กาแฟคั่วเข้มแก้วเช้า,food,food,food,food,food,0.6311,0.0928,0.5383,True,routine,False,both_correct
b9441c87-ab33-4221-bd2d-3dcded4afec1,Lineman - ส้มตำแซ่บพรีเมียม,ไก่ทอดบอนชอนชุดปาร์ตี้ สั่งดึก,food,food,food,food,food,0.7033,0.0732,0.6301,True,impulse_delivery,False,both_correct
cf3e4857-bef9-460d-8daa-a6d939ac272b,Lineman - ส้มตำแซ่บพรีเมียม,ไก่ทอดบอนชอนชุดปาร์ตี้ สั่งดึก,food,food,food,food,food,0.7033,0.0732,0.6301,True,impulse_delivery,False,both_correct
c633ad01-387c-44a4-9303-b308f56012f1,AIA Life Insurance Post,จ่ายผ่านแอป,bills,other,food,food,food,0.3069,0.2358,0.0711,True,routine,True,shared_error_both_wrong
1db8fd28-892f-4800-b2a2-1f06c7c188a2,Glow Nightclub Thonglor,PlayStation Plus Member,entertainment,entertainment,entertainment,entertainment,entertainment,0.5665,0.1156,0.4509,True,wants,False,both_correct
41d0bbfa-5f05-4b93-add6-2486c6bd1ffc,วินมอเตอร์ไซค์ หน้า MRT,ค่าวินไปหน้าปากซอยสุขุมวิท,transport,transport,transport,transport,transport,0.6978,0.0918,0.6059,True,routine,False,both_correct
e8b54cae-3e05-476b-a028-14402072c673,Pop Mart Official Store,จ่ายผ่านแอป,shopping,other,shopping,entertainment,shopping,0.2895,0.2414,0.0481,True,impulse_online,False,ml_wins_baseline_wrong
0901f616-cb9f-444c-a9e0-57a609f272b8,Pop Mart Official Store,ช้อปปิ้งออนไลน์ช่วงลดราคาเที่ยงคืน,shopping,shopping,shopping,shopping,shopping,0.567,0.1352,0.4318,True,impulse_online,False,both_correct
f78a0c1a-77cf-44d9-a606-772156720397,Drive Car Rental Thailand,Grab VIP เดินทางไปสนามบิน,transport,transport,transport,entertainment,transport,0.6173,0.1108,0.5065,True,wants,False,both_correct
8c5adbef-bc0d-49ce-b15e-fee5cffc6b52,M-Flow ทล.9 กรมทางหลวง,เติมน้ำมันดีเซลเต็มถัง,transport,transport,transport,transport,transport,0.5667,0.1413,0.4255,True,routine,False,both_correct
4cde84e8-7544-4214-bfc1-56980f68877c,ร้านข้าวแกงป้าพร,ข้าวกล่องเซเว่นพร้อมน้ำดื่ม,food,food,food,food,food,0.6358,0.1119,0.5239,True,routine,False,both_correct
3ba327fd-bdcc-4875-bd91-d91809f7d090,ร้านข้าวแกงป้าพร,โจ๊กหมูใส่ไข่เยี่ยวม้า,food,food,food,food,food,0.7659,0.0615,0.7044,True,routine,False,both_correct
489173ea-cfe8-482a-a1ae-781789c5ddad,ก๋วยเตี๋ยวเรืออยุธยา รสเด็ด,แซนด์วิชทูน่ามื้อเช้า,food,food,food,food,food,0.5765,0.1273,0.4492,True,routine,False,both_correct
966359e5-2889-4143-8583-789f396d6206,ZARA Siam Paragon,ลิปสติกและพาเลตต์อายแชโดว์,shopping,shopping,shopping,shopping,shopping,0.8292,0.0566,0.7726,True,wants,False,both_correct
5f393980-647c-4a7e-99cc-25e87a51ecaa,ทำบุญช่วยเหลือผู้ประสบภัย,ร่วมบริจาคอาหารสุนัขแมวจรจัด,other,other,other,food,other,0.5496,0.1613,0.3883,True,wants,False,both_correct
e1dbf454-d4e3-420f-8872-02d02bfb7396,Nok Air Ticket,Grab VIP เดินทางไปสนามบิน,transport,transport,transport,entertainment,transport,0.6939,0.0832,0.6107,True,wants,False,both_correct
4298b6e0-c3e8-4c17-a82b-936fcdfd2955,Sushi Masa Thonglor,ไก่ทอด KFC บักเก็ตพิเศษ,food,food,food,food,food,0.6765,0.078,0.5984,True,wants,False,both_correct
968da1f7-7440-4c48-9600-a009c8b569b4,Drive Car Rental Thailand,นั่ง Taxi Express ช่วงฝนตก,transport,transport,transport,transport,transport,0.5522,0.1434,0.4088,True,wants,False,both_correct
34fcb706-7c1e-4da5-9a95-af014b097ab8,Glow Nightclub Thonglor,ซื้อเกมลดราคาบน Steam Store,entertainment,entertainment,entertainment,entertainment,entertainment,0.6361,0.1458,0.4903,True,wants,False,both_correct
9651b50e-0c6a-4758-9696-6261cecdc199,Nok Air Ticket,Grab VIP เดินทางไปสนามบิน,transport,transport,transport,entertainment,transport,0.6939,0.0832,0.6107,True,wants,False,both_correct
42db3fa9-8da3-4d74-bc17-0ffb6c899c37,Watsons สาขา เซ็นทรัล,ซื้อยาสีฟัน แชมพู และสบู่เหลว,shopping,shopping,shopping,shopping,shopping,0.6265,0.1345,0.492,True,routine,False,both_correct
3043e9f1-417f-432f-9162-bba582346469,Sushi Masa Thonglor,บุฟเฟต์ปิ้งย่างเกาหลีชุดใหญ่,food,food,food,food,food,0.6668,0.0983,0.5685,True,wants,False,both_correct
af571680-23a1-4270-8709-e372f538203c,Sushi Masa Thonglor,สุกี้ชุดครอบครัวพร้อมเป็ดย่าง,food,food,food,food,food,0.7146,0.0725,0.6421,True,wants,False,both_correct
5a3e6be9-1acd-42b3-a6da-a77b65f83140,Nok Air Ticket,ตั๋วบินเชียงใหม่สุดสัปดาห์,transport,other,transport,entertainment,transport,0.5097,0.1234,0.3863,True,wants,False,ml_wins_baseline_wrong
f3887b9e-a96b-4a61-b73e-e9bd3d3558ba,CJ Express ซอย 5,กาแฟคั่วเข้มแก้วเช้า,food,food,food,food,food,0.4224,0.2082,0.2142,True,routine,False,both_correct
51497ba6-48f5-4b83-9da6-5271da1415d6,Watsons สาขา เซ็นทรัล,น้ำยาซักผ้าและปรับผ้านุ่ม,shopping,shopping,shopping,shopping,shopping,0.663,0.1067,0.5563,True,routine,False,both_correct
d7c3bec5-4041-4dea-8049-88914f916ea5,GrabFood - Bonchon Chicken,ยำมาม่าหมูยอไข่แดงเค็มรอบดึก,food,food,food,food,food,0.6266,0.1063,0.5202,True,impulse_delivery,False,both_correct
28432bb4-6422-492b-98a6-13e3ca28bfd3,Pop Mart Official Store,Flash Sale 00:00 หูฟังบลูทูธ,shopping,shopping,shopping,shopping,shopping,0.5484,0.134,0.4144,True,impulse_online,False,both_correct
b2552909-7975-4690-95f6-1b0a5b393282,Glow Nightclub Thonglor,ตั๋วหนัง IMAX 3D พร้อมป๊อปคอร์น,entertainment,other,entertainment,entertainment,entertainment,0.5089,0.1539,0.355,True,wants,False,ml_wins_baseline_wrong
df09306b-d9be-4a0e-8850-8fbd8006026b,ธนาคารไทยพาณิชย์ SCB Easy,โอนเงินส่วนตัวเข้าบัญชีออมทรัพย์,other,other,other,other,other,0.6895,0.0894,0.6001,True,routine,False,both_correct
10654850-5794-4e0d-a630-969d3c8ecc3b,Pop Mart Official Store,สั่งของเล่น Art Toy กล่องสุ่มไลฟ์ดึก,shopping,other,shopping,shopping,shopping,0.649,0.1352,0.5138,True,impulse_online,False,ml_wins_baseline_wrong
59dc447b-0e14-45a6-819f-26e0fe26bc5f,ZARA Siam Paragon,เสื้อเบลเซอร์ทำงานคอลใหม่,shopping,shopping,shopping,shopping,shopping,0.7423,0.0829,0.6594,True,wants,False,both_correct
566b90bc-4b5c-4dfb-9cca-17df067cba15,Shopee Flash Sale Mall,Flash Sale 00:00 หูฟังบลูทูธ,shopping,shopping,shopping,shopping,shopping,0.4597,0.1722,0.2875,True,impulse_online,False,both_correct
419a50f1-348c-4b79-814c-d75d4b8d0b11,After You Dessert Cafe,เบอร์เกอร์เนื้อทรัฟเฟิล,food,food,food,food,food,0.6706,0.0929,0.5778,True,wants,False,both_correct
11913bb6-bcff-48af-acf2-71413607cd90,Nok Air Ticket,นั่ง Taxi Express ช่วงฝนตก,transport,transport,transport,transport,transport,0.6316,0.1127,0.5189,True,wants,False,both_correct
23e1e384-1912-4c1d-8243-1394328c0ea7,Nok Air Ticket,เรียกรถ GrabCar ไปปาร์ตี้,transport,transport,transport,transport,transport,0.6989,0.0826,0.6163,True,wants,False,both_correct
52ff6e1e-7669-487f-9d79-791ccfa7dea5,ก๋วยเตี๋ยวเรืออยุธยา รสเด็ด,ชำระเงิน,food,food,food,food,food,0.424,0.2001,0.2239,True,routine,False,both_correct
45847821-ff36-4292-b43b-95bb346deb4b,Daiso Japan 60 บาท,น้ำยาซักผ้าและปรับผ้านุ่ม,shopping,bills,shopping,shopping,shopping,0.6931,0.0784,0.6146,True,routine,False,ml_wins_baseline_wrong
11c9f633-0b13-41fa-a56d-8a1065a527c7,FWD Insurance Thailand,คืนเพื่อน,bills,other,shopping,shopping,shopping,0.2467,0.1701,0.0767,True,routine,True,shared_error_both_wrong
3149d634-5316-45f4-8d89-e349be020221,Daiso Japan 60 บาท,ชำระเงิน,shopping,bills,shopping,food,shopping,0.2776,0.2612,0.0164,True,routine,False,ml_wins_baseline_wrong
8bc9480d-c323-42d9-9cd9-3520bb9fab0b,AIA Life Insurance Post,ค่าโทรศัพท์และบรอดแบนด์,bills,other,bills,food,bills,0.4688,0.1554,0.3134,True,routine,False,ml_wins_baseline_wrong
de76ffb7-ae10-4bd4-a172-c1e3c67e39c0,M-Flow ทล.9 กรมทางหลวง,ค่ารถตู้ไปทำงานอนุสาวรีย์,transport,transport,transport,transport,transport,0.542,0.1412,0.4008,True,routine,False,both_correct
3ca6f82a-dfea-4a5e-8da3-5447523a6cc5,Sushi Masa Thonglor,บุฟเฟต์ปิ้งย่างเกาหลีชุดใหญ่,food,food,food,food,food,0.6668,0.0983,0.5685,True,wants,False,both_correct
55a73484-43dc-4385-b560-1849eb7377fc,Daiso Japan 60 บาท,โอน,shopping,bills,other,food,other,0.3008,0.2019,0.0989,True,routine,True,shared_error_both_wrong
5d331943-6e90-4aef-a2ae-9d7fb888d0b5,Greyhound Cafe,ดินเนอร์ร้านอาหารอิตาเลียน,food,food,food,food,food,0.6621,0.0947,0.5674,True,wants,False,both_correct
ec9e0195-5967-4339-a748-d30a11993d3a,ZARA Siam Paragon,เครื่องเขียนสมุดโน้ตสไตล์ญี่ปุ่น,shopping,shopping,shopping,shopping,shopping,0.6438,0.097,0.5468,True,wants,False,both_correct
a041ea69-6bae-4e53-a72b-80d0e0176118,ก๋วยเตี๋ยวเรืออยุธยา รสเด็ด,เส้นเล็กน้ำตกหมูพิเศษ,food,food,food,food,food,0.6707,0.1083,0.5624,True,routine,False,both_correct
9a0a162b-ec03-45a6-85b5-042b23920590,ร้านข้าวแกงป้าพร,มื้อเที่ยงกับทีม,food,food,food,food,food,0.6308,0.0977,0.5331,True,routine,False,both_correct
dcea3355-9e93-43c7-9c9b-912db75e352f,Eveandboy Mega Bangna,ซื้อเสื้อกล้ามและกางเกงสแล็ค,shopping,shopping,shopping,shopping,shopping,0.6795,0.0865,0.593,True,wants,False,both_correct
2b4b5a5b-6888-4336-bfc6-90dda78aa933,Sushi Masa Thonglor,ปิ้งย่างบาร์บีคิวฉลองปิดโปรเจกต์,food,entertainment,food,food,food,0.7159,0.0619,0.654,True,wants,False,ml_wins_baseline_wrong
912a67a2-7ace-4bcd-96ea-bef2d421185f,Lineman - ส้มตำแซ่บพรีเมียม,ยำมาม่าหมูยอไข่แดงเค็มรอบดึก,food,food,food,food,food,0.758,0.0599,0.6981,True,impulse_delivery,False,both_correct
37498ebc-50d8-4b6c-a02f-88a4e0f732e5,วินมอเตอร์ไซค์ หน้า MRT,M-Flow ชำระค่าผ่านทางด่วน,transport,transport,transport,transport,transport,0.724,0.0728,0.6513,True,routine,False,both_correct
4265ca4a-c48b-4ae0-b12c-9cb7ae7bbe14,ก๋วยเตี๋ยวเรืออยุธยา รสเด็ด,แซนด์วิชทูน่ามื้อเช้า,food,food,food,food,food,0.5765,0.1273,0.4492,True,routine,False,both_correct
8d4c4e9e-2efd-41df-b6ee-00cf3319d0e4,CJ Express ซอย 5,แซนด์วิชทูน่ามื้อเช้า,food,other,food,food,food,0.459,0.2108,0.2482,True,routine,False,ml_wins_baseline_wrong
405a4e08-c70f-4f79-8418-cc24f2f75aa9,FWD Insurance Thailand,ชำระค่าน้ำประปานครหลวง,bills,bills,bills,bills,bills,0.6942,0.0879,0.6063,True,routine,False,both_correct
f79ca2ca-8f56-49dc-b621-3d00b115307a,Nok Air Ticket,ตั๋วบินเชียงใหม่สุดสัปดาห์,transport,other,transport,entertainment,transport,0.5097,0.1234,0.3863,True,wants,False,ml_wins_baseline_wrong
2867aec0-f384-4349-bf17-decb3a51f3e2,Nok Air Ticket,เช่ารถขับเที่ยวกับเพื่อน,transport,other,transport,food,transport,0.5106,0.1658,0.3449,True,wants,False,ml_wins_baseline_wrong
910926c8-ad9f-4423-b443-5e22a93c8f5b,MRT Bangkok พระราม 9,ค่าวินมอไซค์ไปต่อรถไฟฟ้า,transport,transport,transport,transport,transport,0.5719,0.1342,0.4377,True,routine,False,both_correct
59eab2ab-581e-4b9e-8d5d-e719e8d6374e,Greyhound Cafe,ดินเนอร์ร้านอาหารอิตาเลียน,food,food,food,food,food,0.6621,0.0947,0.5674,True,wants,False,both_correct
9419b598-eddb-4474-930d-f16c36456add,After You Dessert Cafe,ยอดตัดบัญชี,food,food,entertainment,food,entertainment,0.2406,0.2161,0.0245,True,wants,True,baseline_wins_ml_wrong
71883206-2eaa-45dc-8c3f-be8a6a083a97,M-Flow ทล.9 กรมทางหลวง,เติมน้ำมันดีเซลเต็มถัง,transport,transport,transport,transport,transport,0.5667,0.1413,0.4255,True,routine,False,both_correct
6e42ab24-d204-482c-aa0b-9d7afa553d69,Sushi Masa Thonglor,ปิ้งย่างบาร์บีคิวฉลองปิดโปรเจกต์,food,entertainment,food,food,food,0.7159,0.0619,0.654,True,wants,False,ml_wins_baseline_wrong
a6cad4bb-fae8-4cce-a19f-0b812944eb1c,Daiso Japan 60 บาท,ของสดวัตถุดิบทำกับข้าว,shopping,food,shopping,transport,shopping,0.558,0.1283,0.4297,True,routine,False,ml_wins_baseline_wrong
ca9a8a73-a702-42bd-ad8c-65bb56130ba2,Lineman - ส้มตำแซ่บพรีเมียม,พิซซ่าถาดกลางหนานุ่มส่งรอบเที่ยงคืน,food,food,food,food,food,0.5741,0.1494,0.4248,True,impulse_delivery,False,both_correct
16860aed-3ecb-4e7e-a0a5-d6ce7987b6a9,Daiso Japan 60 บาท,ผลไม้นำเข้าและนมจืด,shopping,bills,shopping,shopping,shopping,0.6009,0.1216,0.4793,True,routine,False,ml_wins_baseline_wrong
0aafe22c-cda3-4f9f-9fca-23744d6f186f,Nok Air Ticket,นั่ง Taxi Express ช่วงฝนตก,transport,transport,transport,transport,transport,0.6316,0.1127,0.5189,True,wants,False,both_correct
52335274-f515-4537-840e-b3118dc2875d,After You Dessert Cafe,สุกี้ชุดครอบครัวพร้อมเป็ดย่าง,food,food,food,food,food,0.737,0.0728,0.6642,True,wants,False,both_correct
07ae94ad-7b8d-45da-9eb3-e2888b10a5d5,CJ Express ซอย 5,ข้าวต้มปลาอินทรีย์รอบค่ำ,food,food,food,food,food,0.4687,0.1523,0.3164,True,routine,False,both_correct
